latitude,longitude,brightness,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_t31,frp,daynight
38.06293,-120.69283,315.4,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289.8,1.6,N
38.06351,-120.70197,308.2,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288,1.3,N
38.06321,-120.6972,321.3,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,290.8,1.3,N
38.06807,-120.69173,306.8,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.2,1.6,N
38.06835,-120.69617,308.5,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289.1,1.3,N
38.06864,-120.70068,304.8,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.3,1.3,N
38.06893,-120.70511,300.8,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.5,1.1,N
38.0692,-120.70932,306.4,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289,1.1,N
38.06947,-120.71357,298.6,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,285.8,0.8,N
38.07349,-120.69495,303.3,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,287.8,0.7,N
38.07378,-120.6994,305.5,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.5,0.7,N
38.0746,-120.71216,302.4,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.1,0.7,N
38.07973,-120.71081,300,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.7,0.7,N
34.42944,-118.64253,298.3,0.48,0.48,2020-06-17,0912,1,VIIRS,n,2.0NRT,285.2,0.9,N
38.07999,-120.71487,301.5,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289.2,0.7,N
38.08541,-120.71786,301.4,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,288.2,1.7,N
38.08516,-120.71392,326.5,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289.6,2.4,N
36.35769,-114.91043,319.8,0.49,0.4,2020-06-17,0912,1,VIIRS,n,2.0NRT,295.5,2.6,N
38.05241,-120.69154,307.4,0.34,0.56,2020-06-17,0912,1,VIIRS,n,2.0NRT,289.1,3.1,N
38.01771,-122.11341,301.2,0.41,0.6,2020-06-17,0912,1,VIIRS,n,2.0NRT,290.7,1.6,N
38.00292,-121.93507,299.9,0.4,0.6,2020-06-17,0912,1,VIIRS,n,2.0NRT,286.1,0.4,N
37.94975,-122.40051,303.8,0.42,0.61,2020-06-17,0912,1,VIIRS,n,2.0NRT,290,1.7,N
34.29271,-118.80322,305,0.49,0.48,2020-06-17,0912,1,VIIRS,n,2.0NRT,286,1.2,N
37.55394,-119.04584,297.9,0.55,0.51,2020-06-17,0912,1,VIIRS,n,2.0NRT,274.7,1.2,N
37.45486,-121.93352,302.4,0.39,0.6,2020-06-17,0912,1,VIIRS,n,2.0NRT,284.1,0.7,N
37.55149,-119.04762,306.9,0.55,0.51,2020-06-17,0912,1,VIIRS,n,2.0NRT,275.7,2.2,N
38.05942,-120.70596,297.7,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,284.8,21.5,N
38.07018,-120.70384,337.2,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,288.1,21.4,N
38.07166,-120.70903,304.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.9,6.4,N
38.06876,-120.69894,317.7,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,288.4,21.4,N
38.06736,-120.6941,305.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.5,6.1,N
38.06413,-120.70552,367,0.51,0.66,2020-06-17,1048,1,VIIRS,h,2.0NRT,290.2,21.4,N
38.06272,-120.70063,343.2,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,297.2,21.4,N
38.06134,-120.69585,335.5,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,290.9,6.1,N
38.01513,-122.1115,301.2,0.44,0.62,2020-06-17,1048,1,VIIRS,n,2.0NRT,290.5,1.5,N
38.01919,-122.23672,297.5,0.43,0.62,2020-06-17,1048,1,VIIRS,n,2.0NRT,283.8,0.4,N
37.94289,-122.39149,299.2,0.42,0.61,2020-06-17,1048,1,VIIRS,n,2.0NRT,289.2,1.2,N
38.81942,-122.04368,367,0.42,0.61,2020-06-17,1048,1,VIIRS,h,2.0NRT,293.5,14,N
38.00512,-121.9343,298.9,0.44,0.63,2020-06-17,1048,1,VIIRS,n,2.0NRT,286,0.5,N
38.05667,-120.70231,302.4,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,285.8,2.5,N
38.05366,-120.6919,337.8,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,289.4,4.1,N
37.95076,-122.39832,306.8,0.42,0.61,2020-06-17,1048,1,VIIRS,n,2.0NRT,291.7,1.6,N
38.05516,-120.69709,326.1,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.5,4.1,N
38.05984,-120.69066,309.7,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,288.1,6.1,N
38.06565,-120.71081,295.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,284,6.4,N
38.0807,-120.71155,337.1,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,288.5,3,N
38.07907,-120.706,298.9,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,286.6,2.7,N
38.07458,-120.71302,297.5,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,286.2,3,N
38.0715,-120.7025,303,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,286.6,2.7,N
38.07005,-120.69761,303.7,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.2,1.4,N
38.06862,-120.69275,300.9,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287,1.4,N
38.06541,-120.70409,367,0.51,0.66,2020-06-17,1048,1,VIIRS,h,2.0NRT,302.4,21.5,N
38.06402,-120.69936,356.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,295.3,13.2,N
38.06696,-120.70932,309,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,285.5,21.5,N
38.06263,-120.69462,311.4,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,288.5,13.2,N
38.06107,-120.68935,297.4,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.1,4.3,N
38.05792,-120.70086,345.1,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,287.4,13.2,N
38.05642,-120.69577,337.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,289.1,13.2,N
38.05489,-120.69061,325.3,0.51,0.66,2020-06-17,1048,1,VIIRS,n,2.0NRT,289.4,4.3,N
37.52703,-120.62138,349.5,0.41,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,317.1,12.7,D
37.96752,-121.12636,344.3,0.43,0.46,2020-06-17,2030,1,VIIRS,n,2.0NRT,313.9,8,D
35.91945,-121.21806,350.3,0.48,0.48,2020-06-17,2030,1,VIIRS,l,2.0NRT,321,34,D
38.08038,-120.70828,340.8,0.41,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,309.7,6.7,D
37.55211,-119.04727,344.4,0.52,0.42,2020-06-17,2030,1,VIIRS,n,2.0NRT,305.7,11.6,D
39.76878,-120.61475,333.9,0.56,0.43,2020-06-17,2030,1,VIIRS,n,2.0NRT,304.1,6.1,D
37.25248,-120.33257,341.9,0.41,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,308.9,4.3,D
37.70634,-120.72522,341.4,0.42,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,308.4,6.6,D
37.7073,-120.72066,356.7,0.42,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,306,9.9,D
37.69428,-120.72104,346.2,0.42,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,303.4,5.7,D
34.3348,-118.52113,331.1,0.56,0.43,2020-06-17,2030,1,VIIRS,l,2.0NRT,304.8,6.2,D
37.68719,-120.71378,332.8,0.42,0.45,2020-06-17,2030,1,VIIRS,n,2.0NRT,300.4,2.1,D
35.90965,-121.22063,340.8,0.48,0.48,2020-06-17,2030,1,VIIRS,l,2.0NRT,314.3,49.9,D
35.91827,-121.22337,367,0.48,0.48,2020-06-17,2030,1,VIIRS,l,2.0NRT,327.5,34,D
35.02057,-118.90453,345.1,0.57,0.43,2020-06-17,2030,1,VIIRS,l,2.0NRT,318.8,15.5,D
35.91513,-121.21674,351,0.48,0.48,2020-06-17,2030,1,VIIRS,n,2.0NRT,319.9,49.9,D
36.40685,-120.97621,344.4,0.46,0.47,2020-06-17,2030,1,VIIRS,l,2.0NRT,316.3,15.7,D
36.40897,-120.9665,342.1,0.46,0.47,2020-06-17,2030,1,VIIRS,l,2.0NRT,312.3,28.2,D
41.09559,-120.9122,335.3,0.55,0.42,2020-06-17,2030,1,VIIRS,l,2.0NRT,305.7,3.7,D
38.2924,-122.62424,355.7,0.72,0.75,2020-06-17,2212,1,VIIRS,n,2.0NRT,308.8,17.2,D
38.29427,-122.628,333.8,0.71,0.75,2020-06-17,2212,1,VIIRS,n,2.0NRT,304.8,15.8,D
38.29438,-122.62024,367,0.72,0.75,2020-06-17,2212,1,VIIRS,h,2.0NRT,306.5,15.8,D
38.29246,-122.61671,334.2,0.72,0.75,2020-06-17,2212,1,VIIRS,n,2.0NRT,301.8,17.2,D
35.36352,-119.32693,334.5,0.5,0.66,2020-06-18,0848,1,VIIRS,n,2.0NRT,286.8,4,N
35.35794,-119.32719,330.5,0.5,0.66,2020-06-18,0848,1,VIIRS,n,2.0NRT,287.6,3.6,N
37.07708,-120.83981,299.3,0.62,0.72,2020-06-18,0848,1,VIIRS,n,2.0NRT,288.6,0.8,N
37.56767,-120.59926,296.6,0.61,0.71,2020-06-18,0848,1,VIIRS,n,2.0NRT,286.1,0.6,N
36.35562,-114.90956,302.7,0.57,0.52,2020-06-18,0848,1,VIIRS,n,2.0NRT,291.4,0.6,N
37.59425,-121.03572,307,0.64,0.72,2020-06-18,0848,1,VIIRS,n,2.0NRT,286.3,0.8,N
37.59683,-121.03524,305.5,0.65,0.73,2020-06-18,0848,1,VIIRS,n,2.0NRT,286.9,0.8,N
36.36043,-114.90905,308.7,0.57,0.52,2020-06-18,0848,1,VIIRS,n,2.0NRT,291.8,0.6,N
37.07414,-120.84167,301.1,0.63,0.72,2020-06-18,0848,1,VIIRS,n,2.0NRT,289,0.7,N
34.2925,-118.80437,296.8,0.46,0.63,2020-06-18,0854,1,VIIRS,n,2.0NRT,285.7,0.6,N
34.33568,-118.52084,307.3,0.44,0.62,2020-06-18,0854,1,VIIRS,n,2.0NRT,285.9,0.7,N
33.8525,-118.33203,301.9,0.43,0.62,2020-06-18,0854,1,VIIRS,n,2.0NRT,290.2,1.3,N
34.42881,-118.64533,295.7,0.46,0.64,2020-06-18,1030,1,VIIRS,n,2.0NRT,285.1,0.4,N
38.0205,-122.23621,301.7,0.48,0.48,2020-06-18,1030,1,VIIRS,n,2.0NRT,285.1,0.5,N
38.02109,-122.23745,298.7,0.48,0.48,2020-06-18,1030,1,VIIRS,n,2.0NRT,285.2,0.4,N
36.35715,-114.91032,301.3,0.65,0.73,2020-06-18,1030,1,VIIRS,n,2.0NRT,289.7,0.8,N
35.36091,-119.32634,312.4,0.4,0.6,2020-06-18,1030,1,VIIRS,n,2.0NRT,284.9,1.1,N
37.18526,-121.6776,297.9,0.54,0.51,2020-06-18,1030,1,VIIRS,n,2.0NRT,287.6,0.6,N
34.29127,-118.80195,299.1,0.46,0.63,2020-06-18,1030,1,VIIRS,n,2.0NRT,285.5,0.6,N
37.88274,-121.18389,298.2,0.55,0.51,2020-06-18,1030,1,VIIRS,n,2.0NRT,286,0.6,N
39.68515,-122.15687,303.4,0.45,0.47,2020-06-18,1030,1,VIIRS,n,2.0NRT,285.8,0.9,N
37.95183,-122.3996,306.5,0.48,0.48,2020-06-18,1030,1,VIIRS,n,2.0NRT,293,1.7,N
34.35601,-116.85355,298.5,0.58,0.7,2020-06-18,1030,1,VIIRS,n,2.0NRT,287.3,0.5,N
35.0071,-117.30837,367,0.56,0.52,2020-06-18,2012,1,VIIRS,h,2.0NRT,310.7,4.8,D
36.60289,-119.66805,338.7,0.34,0.56,2020-06-18,2012,1,VIIRS,n,2.0NRT,310.1,2.3,D
36.60381,-119.66434,349.9,0.34,0.56,2020-06-18,2012,1,VIIRS,n,2.0NRT,312.1,5.8,D
35.00392,-117.30085,355.4,0.56,0.52,2020-06-18,2012,1,VIIRS,l,2.0NRT,310.2,4.8,D
34.99797,-117.30511,356.2,0.56,0.52,2020-06-18,2012,1,VIIRS,l,2.0NRT,310.8,5.8,D
36.59792,-119.66615,333.8,0.34,0.56,2020-06-18,2012,1,VIIRS,l,2.0NRT,308.5,2.3,D
34.99935,-117.29922,367,0.56,0.52,2020-06-18,2012,1,VIIRS,h,2.0NRT,309.8,5.8,D
35.82926,-119.23544,367,0.34,0.56,2020-06-18,2012,1,VIIRS,h,2.0NRT,315.6,18.7,D
35.82341,-119.23722,349.9,0.34,0.56,2020-06-18,2012,1,VIIRS,n,2.0NRT,316.5,18.7,D
35.82431,-119.23357,336.8,0.34,0.56,2020-06-18,2012,1,VIIRS,n,2.0NRT,307.1,18.7,D
35.81755,-119.23898,367,0.34,0.56,2020-06-18,2012,1,VIIRS,h,2.0NRT,306.7,4,D
35.81845,-119.23534,367,0.34,0.56,2020-06-18,2012,1,VIIRS,h,2.0NRT,307.1,10.7,D
39.61513,-121.89336,333.7,0.38,0.58,2020-06-18,2012,1,VIIRS,l,2.0NRT,304.9,2.1,D
37.34802,-119.08958,340.3,0.62,0.54,2020-06-18,2012,1,VIIRS,n,2.0NRT,299.9,10.5,D
33.65648,-114.74417,344.5,0.44,0.46,2020-06-18,2012,1,VIIRS,l,2.0NRT,319.3,11.7,D
33.65554,-114.74872,356.6,0.44,0.46,2020-06-18,2012,1,VIIRS,l,2.0NRT,321.6,20.1,D
36.82153,-121.3944,367,0.42,0.61,2020-06-18,2012,1,VIIRS,h,2.0NRT,309.3,9.2,D
33.65543,-114.75179,352.2,0.44,0.46,2020-06-18,2012,1,VIIRS,n,2.0NRT,322.1,17,D
33.78766,-115.36841,351.4,0.47,0.48,2020-06-18,2012,1,VIIRS,n,2.0NRT,321,13.5,D
35.39718,-119.22545,367,0.35,0.57,2020-06-18,2012,1,VIIRS,h,2.0NRT,303.9,3.6,D
33.78872,-115.36353,356.5,0.47,0.48,2020-06-18,2012,1,VIIRS,l,2.0NRT,320.1,18,D
33.7983,-115.36124,346.8,0.47,0.47,2020-06-18,2012,1,VIIRS,l,2.0NRT,320.6,12.5,D
33.68454,-114.65125,350.8,0.43,0.46,2020-06-18,2012,1,VIIRS,n,2.0NRT,320.7,11.2,D
38.92579,-121.83716,330.6,0.39,0.59,2020-06-18,2012,1,VIIRS,l,2.0NRT,304,1.5,D
37.60963,-120.89153,332.6,0.38,0.59,2020-06-18,2012,1,VIIRS,l,2.0NRT,304.8,4.7,D
37.55282,-120.89075,353.2,0.38,0.59,2020-06-18,2012,1,VIIRS,n,2.0NRT,309.6,4.4,D
37.54934,-120.89029,355.1,0.38,0.59,2020-06-18,2012,1,VIIRS,n,2.0NRT,311.3,4.3,D
37.2598,-121.07569,337.3,0.39,0.6,2020-06-18,2012,1,VIIRS,l,2.0NRT,310.3,5.8,D
33.68044,-114.65002,356.1,0.43,0.46,2020-06-18,2012,1,VIIRS,n,2.0NRT,323.4,11.2,D
38.99458,-122.08694,367,0.4,0.6,2020-06-18,2012,1,VIIRS,h,2.0NRT,307.7,10.7,D
35.00253,-117.30675,356.2,0.56,0.52,2020-06-18,2012,1,VIIRS,l,2.0NRT,310.3,4.8,D
36.51789,-119.3464,351.2,0.33,0.55,2020-06-18,2012,1,VIIRS,n,2.0NRT,312,2.1,D
33.35283,-117.35124,367,0.72,0.75,2020-06-18,2148,1,VIIRS,h,2.0NRT,306.1,53,D
33.34433,-117.34872,338.7,0.72,0.75,2020-06-18,2148,1,VIIRS,n,2.0NRT,299.6,26,D
33.34585,-117.3502,367,0.72,0.75,2020-06-18,2148,1,VIIRS,h,2.0NRT,303.5,21,D
33.35113,-117.3576,337.9,0.72,0.75,2020-06-18,2148,1,VIIRS,n,2.0NRT,302.5,26,D
33.35133,-117.34963,367,0.72,0.75,2020-06-18,2148,1,VIIRS,h,2.0NRT,306.9,26,D
39.80877,-120.20213,333.1,0.55,0.68,2020-06-18,2154,1,VIIRS,l,2.0NRT,304.4,16.7,D
39.81181,-120.2129,350.3,0.55,0.68,2020-06-18,2154,1,VIIRS,n,2.0NRT,310.8,36.7,D
39.81493,-120.20884,356,0.55,0.68,2020-06-18,2154,1,VIIRS,n,2.0NRT,315.5,26.4,D
35.95908,-119.00716,336,0.6,0.71,2020-06-18,2154,1,VIIRS,l,2.0NRT,309.6,6.6,D
39.812,-120.20647,367,0.55,0.68,2020-06-18,2154,1,VIIRS,h,2.0NRT,317.7,71.5,D
35.92379,-121.18318,340.9,0.45,0.63,2020-06-18,2154,1,VIIRS,l,2.0NRT,311.4,7.7,D
37.34762,-119.08465,356.6,0.61,0.71,2020-06-18,2154,1,VIIRS,n,2.0NRT,298.9,14.1,D
35.82191,-119.23183,331.5,0.58,0.7,2020-06-18,2154,1,VIIRS,n,2.0NRT,305.8,12,D
37.34609,-119.0866,355.1,0.61,0.71,2020-06-18,2154,1,VIIRS,n,2.0NRT,299.2,13.2,D
40.15118,-122.2131,349.6,0.43,0.62,2020-06-18,2154,1,VIIRS,n,2.0NRT,312.1,10.2,D
39.80862,-120.20857,353.7,0.55,0.68,2020-06-18,2154,1,VIIRS,n,2.0NRT,312.2,46.3,D
35.82817,-119.23862,367,0.58,0.7,2020-06-18,2154,1,VIIRS,h,2.0NRT,314.6,17.3,D
35.92329,-121.18262,351.4,0.45,0.63,2020-06-18,2154,1,VIIRS,n,2.0NRT,312.1,8.3,D
39.80569,-120.20624,341.1,0.55,0.68,2020-06-18,2154,1,VIIRS,n,2.0NRT,299.6,2.6,D
40.1514,-122.20793,367,0.43,0.62,2020-06-18,2154,1,VIIRS,h,2.0NRT,303.9,10.2,D
40.15279,-122.21139,354.4,0.43,0.62,2020-06-18,2154,1,VIIRS,n,2.0NRT,309.8,21.2,D
36.35614,-114.91147,317.1,0.53,0.67,2020-06-19,0830,1,VIIRS,n,2.0NRT,291.5,1.7,N
38.16087,-122.56675,295.8,0.43,0.38,2020-06-19,1012,1,VIIRS,n,2.0NRT,282.8,0.4,N
40.73625,-122.32526,302.9,0.41,0.37,2020-06-19,1012,1,VIIRS,n,2.0NRT,291.4,0.5,N
36.36895,-118.82839,320.3,0.45,0.47,2020-06-19,1012,1,VIIRS,n,2.0NRT,291.5,1.6,N
36.37227,-118.82323,301.9,0.45,0.47,2020-06-19,1012,1,VIIRS,n,2.0NRT,289.5,1.4,N
37.34736,-119.0832,296.3,0.42,0.45,2020-06-19,1012,1,VIIRS,n,2.0NRT,282.1,1.8,N
37.34835,-119.08776,324.5,0.42,0.45,2020-06-19,1012,1,VIIRS,n,2.0NRT,283.2,1.8,N
37.18484,-121.67814,300.2,0.48,0.4,2020-06-19,1012,1,VIIRS,n,2.0NRT,287,0.6,N
37.21302,-121.90104,297.2,0.47,0.4,2020-06-19,1012,1,VIIRS,n,2.0NRT,286.3,0.3,N
37.45465,-121.93279,306.3,0.46,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,285.7,0.7,N
36.35772,-114.91318,306.8,0.36,0.58,2020-06-19,1012,1,VIIRS,n,2.0NRT,290.5,1.6,N
37.35228,-119.08601,310.6,0.42,0.45,2020-06-19,1012,1,VIIRS,n,2.0NRT,282.7,1.8,N
37.88343,-121.18472,304.7,0.49,0.4,2020-06-19,1012,1,VIIRS,n,2.0NRT,288.2,0.6,N
38.02963,-122.09772,299.2,0.45,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,287.6,0.3,N
38.01938,-122.23771,305.4,0.44,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,287.4,1,N
38.00611,-121.93501,309,0.45,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,291.9,0.7,N
34.60992,-117.3334,301.2,0.59,0.53,2020-06-19,1012,1,VIIRS,n,2.0NRT,288,0.7,N
38.07043,-122.13829,305,0.45,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,293.4,1.3,N
36.36985,-118.83248,300.1,0.45,0.47,2020-06-19,1012,1,VIIRS,n,2.0NRT,289.6,1.6,N
36.35671,-114.90925,306.1,0.36,0.58,2020-06-19,1012,1,VIIRS,n,2.0NRT,290.7,0.9,N
34.43206,-118.64492,301.6,0.5,0.49,2020-06-19,1012,1,VIIRS,n,2.0NRT,285.4,0.8,N
38.0141,-122.11303,303,0.45,0.39,2020-06-19,1012,1,VIIRS,n,2.0NRT,290.8,1,N
34.35278,-116.85455,302.1,0.32,0.54,2020-06-19,1012,1,VIIRS,n,2.0NRT,288.9,1.2,N
37.95096,-122.40025,307,0.44,0.38,2020-06-19,1012,1,VIIRS,n,2.0NRT,292.1,1.8,N
35.80507,-119.22799,300.7,0.44,0.46,2020-06-19,1012,1,VIIRS,n,2.0NRT,288.7,0.5,N
37.94313,-122.39747,297.6,0.44,0.38,2020-06-19,1012,1,VIIRS,n,2.0NRT,286.5,0.2,N
38.84106,-121.35602,367,0.65,0.73,2020-06-19,1954,1,VIIRS,h,2.0NRT,300.9,29,D
38.83893,-121.34596,367,0.65,0.73,2020-06-19,1954,1,VIIRS,h,2.0NRT,297.1,22.4,D
38.94741,-121.5246,354.9,0.65,0.73,2020-06-19,1954,1,VIIRS,n,2.0NRT,289.7,13.3,D
38.95227,-121.5255,352.8,0.65,0.73,2020-06-19,1954,1,VIIRS,n,2.0NRT,288.3,13.6,D
35.55672,-115.47078,367,0.39,0.6,2020-06-19,1954,1,VIIRS,h,2.0NRT,315.5,6.5,D
40.48847,-122.5116,333.3,0.66,0.73,2020-06-19,1954,1,VIIRS,l,2.0NRT,306.8,5.5,D
38.84295,-121.35621,367,0.65,0.73,2020-06-19,1954,1,VIIRS,h,2.0NRT,299.5,25.6,D
40.48219,-122.50835,338.8,0.66,0.73,2020-06-19,1954,1,VIIRS,n,2.0NRT,306.2,7.3,D
38.83674,-121.35297,355.9,0.65,0.73,2020-06-19,1954,1,VIIRS,n,2.0NRT,298.8,20.7,D
36.12786,-115.05405,342.1,0.54,0.68,2020-06-19,2130,1,VIIRS,l,2.0NRT,314.9,7.5,D
35.83582,-118.73709,367,0.33,0.56,2020-06-19,2130,1,VIIRS,h,2.0NRT,317.6,9.6,D
35.38682,-119.03341,339.3,0.63,0.54,2020-06-19,2130,1,VIIRS,l,2.0NRT,313.9,8.2,D
34.09328,-117.5287,335.8,0.38,0.58,2020-06-19,2130,1,VIIRS,l,2.0NRT,307.2,2.4,D
35.83556,-118.74093,340.1,0.33,0.56,2020-06-19,2130,1,VIIRS,n,2.0NRT,313.4,9.6,D
35.83633,-118.72966,367,0.33,0.56,2020-06-19,2130,1,VIIRS,h,2.0NRT,312.6,10.6,D
35.84145,-118.73027,367,0.33,0.56,2020-06-19,2130,1,VIIRS,h,2.0NRT,317.2,79.4,D
35.83607,-118.73343,367,0.33,0.56,2020-06-19,2130,1,VIIRS,h,2.0NRT,313.5,10.6,D
38.94951,-121.52477,351.8,0.5,0.49,2020-06-19,2136,1,VIIRS,n,2.0NRT,319.6,14.6,D
38.00383,-121.15342,330.9,0.51,0.5,2020-06-19,2136,1,VIIRS,l,2.0NRT,304.5,4.6,D
38.94904,-121.53059,337.3,0.5,0.49,2020-06-19,2136,1,VIIRS,l,2.0NRT,312,11,D
37.10629,-120.22534,342.6,0.57,0.52,2020-06-19,2136,1,VIIRS,n,2.0NRT,312.9,7.5,D
39.54019,-122.25698,349.7,0.47,0.48,2020-06-19,2136,1,VIIRS,n,2.0NRT,311,9,D
38.03759,-122.53062,342.5,0.44,0.46,2020-06-19,2136,1,VIIRS,n,2.0NRT,311.4,5,D
40.47779,-122.50867,341.5,0.46,0.47,2020-06-19,2136,1,VIIRS,n,2.0NRT,311.3,5,D
40.48216,-122.50924,346.5,0.46,0.47,2020-06-19,2136,1,VIIRS,n,2.0NRT,313.7,10.1,D
40.47814,-122.51189,347.3,0.46,0.47,2020-06-19,2136,1,VIIRS,n,2.0NRT,312.9,7.4,D
40.48687,-122.51315,340.6,0.46,0.47,2020-06-19,2136,1,VIIRS,l,2.0NRT,315.2,8.5,D
40.73624,-122.32179,307.2,0.41,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,289,0.9,N
36.68443,-119.5476,308.9,0.4,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,288.3,0.9,N
34.32418,-118.52814,303.1,0.45,0.39,2020-06-20,0954,1,VIIRS,n,2.0NRT,285.1,0.6,N
37.26736,-119.67176,304.7,0.4,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,288.1,0.3,N
34.35484,-116.85424,306.2,0.53,0.42,2020-06-20,0954,1,VIIRS,n,2.0NRT,291.3,1.7,N
35.8423,-118.73409,313.6,0.43,0.38,2020-06-20,0954,1,VIIRS,n,2.0NRT,288.7,0.8,N
37.26405,-119.67268,308,0.4,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,289.2,0.8,N
34.33728,-118.51913,300.1,0.45,0.39,2020-06-20,0954,1,VIIRS,n,2.0NRT,285.6,0.9,N
36.35967,-114.91155,321.4,0.41,0.45,2020-06-20,0954,1,VIIRS,n,2.0NRT,293.5,2.5,N
37.39143,-120.49969,298.9,0.39,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,288.5,0.3,N
32.75801,-115.58572,305.9,0.44,0.46,2020-06-20,0954,1,VIIRS,n,2.0NRT,292.9,0.5,N
34.33376,-118.52008,311.2,0.45,0.39,2020-06-20,0954,1,VIIRS,n,2.0NRT,285.8,0.9,N
34.60828,-117.33862,305.8,0.5,0.41,2020-06-20,0954,1,VIIRS,n,2.0NRT,291.3,0.8,N
35.96189,-120.0079,303.8,0.4,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,292.1,0.4,N
34.32139,-118.5131,295.1,0.45,0.39,2020-06-20,0954,1,VIIRS,n,2.0NRT,284.9,0.4,N
38.01666,-122.11308,301,0.39,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,289.5,1.3,N
35.52261,-119.23685,312.7,0.42,0.37,2020-06-20,0954,1,VIIRS,n,2.0NRT,290.8,1.2,N
38.00354,-121.93614,308.9,0.39,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,285.6,0.7,N
38.03082,-122.09822,301.1,0.39,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,285.9,0.8,N
35.83885,-118.73493,304.4,0.43,0.38,2020-06-20,0954,1,VIIRS,n,2.0NRT,286.4,0.8,N
37.88292,-121.18574,307.4,0.38,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,287.8,0.6,N
37.45498,-121.92982,305.8,0.39,0.36,2020-06-20,0954,1,VIIRS,n,2.0NRT,287.8,0.5,N
35.83972,-118.73964,299.4,0.43,0.38,2020-06-20,0954,1,VIIRS,n,2.0NRT,286.1,0.8,N
35.84575,-118.73329,309.5,0.43,0.38,2020-06-20,0954,1,VIIRS,n,2.0NRT,290,1.2,N
